Episode,Date,Review
87,1일 전,혹부리 영감 비형의 도깨비 방망이를 탈취해 큰 논란이 일어나고 있습니다 지금은 전국 각지에서 비형의 충신들이 독각과 혹부리영감을 때리려고 하고있습니다 그래서 저도 비형의 충신이라 독각과 혹부리 영감을 죽ㅇ이러 가야겠습니다
87,2일 전,아 비형 너무 귀엽다 ㅋㅋㅋㅋㅋㅋ
87,2022-10-09 14:08,우리 귀여운 비형 괘롭히지마
87,2022-10-07 17:25,비형 울먹이는거 귀엽네
87,2022-10-04 21:58,어떡하죠 입꼬리가 천장에 올라갔다가 다시 안내려와요
87,2022-10-04 18:14,존나귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ욕이 절로나오넼ㅋㅋㅋㅋ
87,2022-10-01 21:36,어우 비형 사이다
87,2022-09-30 17:57,도덕은 혹부리 영감한테 배웠녜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ소설을 다 본 자는 웃습니다 ^_^
87,2022-09-24 13:06,비형 졸라쎄ㅋㅋㅋㄲ
87,2022-09-21 23:12,머리가 나쁘면 몸이 고생인데 잘못넣으신것같음근데 재밌어서 커버가 되네
87,2022-09-21 17:20,비형 쭈굴 할때 완전 귀엽잖아 ㅋㅋㅋㅋ 너무 귀여운 도깨비다 .. 
87,2022-09-21 12:00,유쾌통쾌상쾌
87,2022-09-20 19:40,"와 근데 소름돋는 게스타스트림 방송 화면 독자 얼굴 진짜 흐릿함
잘 안 보이거나"
87,2022-09-20 11:57,빠샤 ㅈㄴ 커엽누ㅋㅋㅋ
87,2022-09-18 00:53,울먹거리는비형존귀탱
87,2022-09-16 10:50,재밌네
87,2022-09-15 08:04,아... 늦게본 과거의 나가 미워.... ㅠㅡ ㅠ
87,2022-09-14 23:31,아니 난 긴고아의 죄수가 💸 줘서 좋은데 음..머라 설명 해야돼징..
87,2022-09-14 12:51,사이다 ?
87,2022-09-12 02:01,워후..
87,2022-09-10 21:58,독자 머리너무 좋아 ㅠㅠ
87,2022-09-10 21:57,후 웹툰으로 보니까 더더욱 실감나서 재밌다 하악 ㅠ0ㅠ
87,2022-09-10 10:56,비형티콘 시급합니다
87,2022-09-08 06:18,여기서 무라마사를 즐겨쓰는 성좌에서 무라마사는 리그 오브 레전드의 무라마나라는 아이템이 모티브한 일본의 명검 무라마사라고 할수있다.
87,2022-09-06 12:29,"와 ㅈ,,,ㄴ!!! 귀여워"
87,2022-09-02 21:32,비형 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
87,2022-09-02 00:09,하 개커엽네진짜 ㅋㅋ
87,2022-08-31 10:05,"김독자, 당신을 믿어"
87,2022-08-29 20:55,불쌍한 2022년도 독자.. 머리박습니다..
87,2022-08-29 15:23,배후 선택 이벤트 있을 거라는 부분에서 보이는 4명 그 초기 성좌 4명 같은데?? 제천대성 우리엘 염룡이 은모 이케 넷
87,2022-08-29 11:22,비형.. 굿이였어..!
87,2022-08-29 06:40,독자ㅋㅋ 프레젠테이션이 거의 잡스급이네
87,2022-08-28 19:21,1~86화중에 이게 제일 재밌당ㅋㅋㅋ
87,2022-08-26 04:22,비형 귀여워 인형이나 베개로 나왔으면 좋겠다
87,2022-08-24 09:24,귀엽다ㅋㅋ
87,2022-08-19 20:52,엌ㅋㅋㅋㅋ 알게 뭐야에서 너무 빵 터져버렸닼ㅋㅋㅋ
87,2022-08-19 06:30,아 사이다 ㅋㅋㅋㅋ
87,2022-08-18 00:08,비형 왜케 귀엽냐
87,2022-08-17 16:33,알게뭐야!ㅋㅋㅋㅋㅋㅋㅋㅋ
87,2022-08-17 10:10,추첨해서 코인준대 아ㅋㅋㅋㅋㅋㅋㅋ
87,2022-08-15 22:34,혹부리 영감 성좌 있으면 개쎌 것 같은데 ㅋㅋ
87,2022-08-11 22:23,비형 우는거 졸ㅠㅜ
87,2022-08-11 21:38,비형 쥰내 귀여워
87,2022-08-11 17:38,비형개커여워ㅜㅜㅋㅋ
87,2022-08-09 23:08,비형 귀여웠는데 쎄지니까 섹시하네
87,2022-08-09 17:03,OOO도 우리 OOO가 낫다 ㅋㅋㅋㅋㅋ
87,2022-08-05 02:34,비형 깡촌이라니까 울먹거리는거 왜케 귀여움?????? 귀여워서 눈물나
87,2022-08-04 21:10,비형 너무귀여워서 몇번을 보는지모르겠음 ㅠㅠㅠㅠ   
87,2022-08-04 05:20,비형 우쭈쭈
87,2022-08-03 17:28,ㅂㅣ형 너무 귀엽게 생겼..
87,2022-08-03 12:25,비형 기여미
87,2022-08-01 00:43,초반부부보면 비형이그렇게귀여운애가아니라는걸알텐데
87,2022-07-29 06:37,ㅋㅋㅋㅋ 비형 개귀여엉
87,2022-07-29 01:40,2번째 베댓 답글 수가 ㅋㅋㅋㅋㅋㅋ
87,2022-07-28 17:30,비형 졸귀탱이네 진짜 ㅋㅋㅋ
87,2022-07-28 11:54,커진 비형 한번 안아보고 싶다푹신푹신할 것 같애ㅠㅠㅠㅠ
87,2022-07-27 00:50,솔직히 긴고아의 죄수는 이만하면 됐잖아 이제 그만 해주자
87,2022-07-24 19:36,ㅜㅜㅜ
87,2022-07-24 17:26,"채널로 보는 독자 눈 다른거 다른사람들한테는 독자가 저렇게 보이는건가?
독자 잘생겼는데 맨날 평범하게생겼다는 묘사 나오잖아
제4벽 이런거 때문에 본래모습말고 저렇게보이는거아닌가?"
87,2022-07-24 15:00,힝 ㅠㅠㅠ 비형이..울 말랑콩떵뿌슝빠슝부들부들솜사타유ㅠㅠㅠㅠㅠ
87,2022-07-24 10:29,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 여기서 기존 성좌들이 텃세 부리는것도 개웃긴데ㅜ
87,2022-07-23 02:39,비형이 귀엽고 독자가 잘생김
87,2022-07-21 14:53,비형 머싯따
87,2022-07-21 14:06,아 비형 말랑뽀짝한모습 더 보고싶어
87,2022-07-21 10:50,어느새 비형이 좋아졌나봐.  비형 화이팅!
87,2022-07-20 12:26,비형 도깨비 귀여워 ㅋㅋㅋㅋㅋㅋㅋ
87,2022-07-19 12:38,비형 좋아....!!
87,2022-07-17 11:17,비형 너무 너무 너무 너무 너무 너무 너무 귀여워❤❤❤❤❤
87,2022-07-16 22:57,아 진짜 비형이 사이다 미쳤네 너무 귀여워ㅠㅠ
87,2022-07-09 01:21,쭈글했던 비형이 맞냐 가슴이 웅장해진다
87,2022-07-08 14:26,??? : 니 성좌 쩔드라
87,2022-07-08 00:07,비형너무귀여워 ㅋㅋㅋ
87,2022-07-07 17:03,오오 독자 목소리좋아
87,2022-06-30 23:44,✔️
87,2022-06-21 16:26,비형넘귀여워
87,2022-06-20 14:55,빨간 눈이 귀엽다니
87,2022-06-20 00:04,못생긴 하급악마가 예쁜 밤하늘로 못생기게 날아가네요
87,2022-06-19 20:53,비형 미친 귀여움이다 졸라 폭신폭신한게 한입에 삼켜버리고싶어 
87,2022-06-18 23:35,비형 이모티콘 시급하다 부탁한다
87,2022-06-17 12:50,비형 무서운건지 귀여운건지 모르겠어....
87,2022-06-17 00:28,ㅠㅠㅠ비형 율지마 바보야~~~~~
87,2022-06-11 19:08,비형 전형적 강약약강 캐인데 어찌저찌 세탁 잘 돼서 예쁨 받네..ㅋㅋ
87,2022-06-10 12:52,아 비형 개귀엽다고ㅠ
87,2022-06-08 22:27,알게뭐야!!!!!!!! 멋진데
87,2022-06-08 16:13,비형 쫌 귀여웠는데.....아쉽
87,2022-06-07 05:31,처음에는 사악하던 녀석이 왜이렇게 귀여워졌냐? ㅋㅋㅋ
87,2022-06-07 03:10,이번화 사이다좋네염
87,2022-06-06 14:19,비형 너무 조아 어떡해
87,2022-06-04 20:50,김독자 개천재.역시 주인공은 배신하지 않는다니까.
87,2022-06-04 12:06,독각 하급 도깨비였넹;; 속았다!
87,2022-06-02 23:46,아 씨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
87,2022-06-02 11:22,비형 인형 제발 내주세요... 너무 귀여워 안고 자고 싶다
87,2022-05-29 09:26,???: 야 너네 성좌 쩔더라ㅋ
87,2022-05-28 21:42,우리는 뭐가 니 가짜고 진짜 목소린지 몰라
87,2022-05-26 06:36,진짜 초반에 머리 터트렸던 애가 지금 울먹이는 도깨비가 정말 비형인가? 실화인가? 겁니 귀엽잖아...후욱후욱... 귀여운 곳 최고
87,2022-05-24 23:55,아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다 웃긴데 특히 우리엘이 근엄하게 나온거진짜 좐나 웃기다 ㅋㅋㅋㅋㅋㅋㅋ저런표정으로 당장이라도 주접 떨것같잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ우리독쟈못뺏겨꼬우면 뒤지시던지←시전할것 같음ㅠㅜㅜㅠㅠ너무웃김...ㅋㅋㅋ
87,2022-05-23 10:36,비형 커엽네
87,2022-05-12 19:42,비형 인형 만들어줘
87,2022-05-11 23:40,"아궁 우리 기여미 비형이♡ 잘해쪄 잘해쪄!!!♡그래그랭, 몸이 나쁘면 머리가 고생하징♡"
87,2022-05-11 20:53,앜ㅋㅋㅋㅋㅋ 혹부리영감ㅋㅋㅋㅋㅋ 도깨비에게 혹으로 사기친 희대의 사기꾼ㅋㅋㅋ
87,2022-05-11 16:48,아진짜 비형 왜캐 귀엽냐 ㅠ 웹툰 보다가 이렇게 귀여운 캐릭터는 첨이예여 ㅠㅠ 졸귀탱 진짜 미오지 내주세여 바로 사버리게
87,2022-05-10 22:19,비형 귀엽다..
87,2022-05-08 15:26,비형 ㅈㄴ귀엽네 
87,2022-05-07 14:17,비형....각성해서 씨형이 됐구나
87,2022-05-06 23:39,아 비형 너무 귀여워...
87,2022-05-06 19:17,비형 턱에 호두봐ㅋㅋㅋㅋㅋ
87,2022-05-06 01:23,독자야 눈에 영혼 좀 넣자...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
87,2022-05-04 13:00,📌📌비형 개기욥
87,2022-05-02 13:56,📌
87,2022-05-01 18:15,구독좌 ㅋㅋㅋ
87,2022-04-28 21:22,니 성좌 쩔더라
87,2022-04-28 16:37,.
87,2022-04-27 02:31,오늘의 교훈:비형에게 깝치면 죽빵
87,2022-04-24 12:36,NTR 당했네
87,2022-04-23 10:30,개웃겨 ㄹㅇㅋㅋㅋ
87,2022-04-23 02:54,근육비형몬ㅋㅋㅋㅋ
87,2022-04-23 02:49,....저기여 목소리 안들려여...
87,2022-04-21 04:21,상도덕은 혹부리 영감한테 배웠냐?
87,2022-04-20 16:14,턱에 호두 ㅠㅠㅠ 
87,2022-04-18 10:04,우리 비형이!!!!!!
87,2022-04-10 12:48,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
87,2022-04-09 16:03,아름다운 스타스트림으로 날려버렸구만
87,2022-04-07 21:02,오늘의 상식! 몸이 나쁘면 머리가 고생한다!
87,2022-04-06 23:35,커져도 귀여운 우리 비형이아 알게 뭐얏이 너무 귀엽게 들린닼ㅋㅋㅋ
87,2022-04-06 21:37,개귀여워
87,2022-04-06 20:30,몸이 나쁘면 머리가 고생ㅋㅋㅋㅋㅋㅋ
87,2022-04-06 19:18,여기서 혹부리 언급이 있네 미친..
87,2022-04-05 23:34,비형은 쭈그리여야 커욥따고~~
87,2022-04-03 21:50,"성좌들이라서 ""구독좌""이러는거 개웃기네 ㅋㅋㅋㅋㅋㅋㅋ"
87,2022-04-02 20:14,비형 나의 반려깨비가 되어라
87,2022-04-02 19:39,도깨비를 너무 귀엽게 그려놓았네.. 혹부리영감은 어쩔려고 구러나..
87,2022-04-01 09:08,비형 빡칠때 호두 햝고싶다❤
87,2022-03-31 06:39,비형 잘한다 우주 끝까지 날려버려기지국 몇번만 들낙 하자구
87,2022-03-30 19:39,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이게 뭐시여
87,2022-03-27 16:31,비형이랑 독자 케미 너무 좋아♡
87,2022-03-27 01:03,아~비형 너무 사랑해 진짜
87,2022-03-26 20:35,비형..냥코선생 이후 처음으로 케릭터 쿠션이 있다면 사고 싶어지네
87,2022-03-26 04:18,비형 개귀여워
87,2022-03-25 23:19,빠샤!
87,2022-03-25 16:28,근데 그래서 은밀한 모략가는 누구임...아직도 모르겠는데 떡밥이 있던가
87,2022-03-25 01:48,비형 귀여워..
87,2022-03-23 22:09,상도덕은 혹부리에게배웠냐닠ㅋㅋㅋㅋㅋㅋ
87,2022-03-23 16:53,반가운 얼굴들이 실루엣으로!!!
87,2022-03-23 16:52,작가님 비형 좀 더 울려줘요 ㅋㅋㅋㅋ
87,2022-03-22 00:02,비형 인형 안파나
87,2022-03-21 02:09,독각이... 처맞았더니 털 다 빠지넼ㅋㅋㅋ
87,2022-03-20 03:24, 우리 귀염둥이 우리엘 실루엣 저렇게 무섭게 표현하지마요ㅋㅋㅋㅋ
87,2022-03-19 18:54,비형 너무 귀엽네 이렇게 귀여울 일?? ㅠ
87,2022-03-17 22:44,잘못 눌러서 2점줌..쏘링;
87,2022-03-17 00:45,아 심장아플정도로 귀여워..
87,2022-03-16 21:41,근데 도깨비목소리 진짜 특이하다
87,2022-03-16 16:45,이야 비형이가 독자를 아주 이제 추종하겠구먼ㅋㅋㅋ
87,2022-03-16 15:59,그래서 목소리가 어떤데 나도 들려줘...
87,2022-03-16 08:35,제천이 여기선 수염도 있는 것 같은데 소설 일러보고 오니까 그냥 독자의 상상같기도 하고... 전독시 4부 소설 일러 바뀌었어요 제천대성 외모 나옴... 놀랍게도 잘생김
87,2022-03-15 20:06,아니 목소리가 바껴도 우린 모른다고ㅋㅋ
87,2022-03-15 01:31,📌
87,2022-03-14 03:01,비형 사이다 굿굿ㅋㅋ
87,2022-03-13 19:09,커여웡~~~~~~~~~~~~~~~~~~~~
87,2022-03-11 08:04,이 땐 혹부리가 진짜 설정에 있는 줄은 몰랐지
87,2022-03-11 04:43,ㅋㅋㅋㅋㅋㅋㅋㅋ귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
87,2022-03-10 09:50,"커여운 비형: 김쫑국나쁜 독각: 로이더 의심자
김독자: 민심"
87,2022-03-09 01:36,어쩌다가 비형 저렇게 귀여운 이미지 됐냐고 진짜 개귀엽다
87,2022-03-08 15:10,비형 울망거리는거 진짜너무졸귀탱 맘 안쓰러워 그러니까 이모티콘.
87,2022-03-02 06:28,비형 너무 귀여워
87,2022-03-02 02:46,니 구독자 쩔더라
