Episode,Date,Review
38,2022-10-10 14:06,길영아❤️
38,2022-10-06 21:50,그거 아시나요 저 영화 포스터에 유중혁과 길영이의 어색어색도 있답니다
38,2022-09-22 16:15,길영이 너무 기엽다... 꼬옥안아들고츄러스핫도그소세지솜사탕사주고싶다....
38,2022-09-21 17:34,티라놐ㅋㅋㅋㅋㅋ
38,2022-09-16 17:13,길영이진짜 너무귀여워요 하 진짜너무귀여워 하진짜 귀여워서 눈물나여 길영아유ㅏ카귀여워 이번화는 특히 더 귀엽네여 진짜눈물난다 왜캐귀야워 짅자
38,2022-09-16 16:37,왜 짱구 극장판이 생각나는걸까
38,2022-09-11 22:16,혹시 저기도 '블루'가 있나요? 뭔가 삑 거리면서 블루 불러야 될 것 같은데
38,2022-09-10 19:35,길영이랑 같이 있믄 곤충이 순간 강아지처럼 보였다....
38,2022-09-10 01:30,길영이 진심 개귀여움
38,2022-09-09 15:20,제프실버블럼이래 ㅋㅋㅋ
38,2022-09-09 15:17,쥬라식 팔크 아닌가여?
38,2022-09-04 10:34,지혜가 길영이 보고 쟤 뭐야 할 때 파브르라고 함축해서 이해시키는 독자 좋다 ㅎㅎ
38,2022-08-31 03:11,근데 저기 나오는 티렉스 은근 귀여운 놈인데 이름이 뭐더라 
38,2022-08-31 03:10,ㅋㅋㅋㅋㅋㅋㅋ 하 포스터만 봐도 알겠다ㅋㅋ
38,2022-08-30 20:33,자전거ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋㅋㅋ포스터 ㅁㅊ
38,2022-08-27 00:30,곤충 따위가 이렇게 귀여울 일?
38,2022-08-25 16:08,쏘우 없는게 다행이랄까..
38,2022-08-21 17:24,길영이는 메뚜기의 종류를 100가지 이상 알고있을듯...
38,2022-08-21 16:16,와 진짜 대한극장 너무 익숙한 장소인데 이렇게 보니 반갑네
38,2022-08-18 01:50,ㅋㅋㅋㅋㅋㅋㅋㅋ 기여워ㅠㅠㅠㅠ 지혜두 기엽다
38,2022-08-11 03:25,파브르?ㅋ하이브의 그
38,2022-08-10 22:30,위험할 때마다 길영이 안고 뛰는 김독자 너무 따땃하다
38,2022-08-09 00:13,길영이 귀여워ㅠㅠ 
38,2022-08-05 21:35,독자 미모에 취한다..☆
38,2022-08-04 00:31,"걱정마. 샤이닝이나 케빈인더우즈, 큐브로 간건 아니잖아."
38,2022-08-03 00:16,웰컴 투 쥐라기 월드
38,2022-07-30 17:15,쥬라기공원 이네ㅋ
38,2022-07-27 20:14,"40,550 번째 좋아요!"
38,2022-07-27 16:45,쥬라기인가?
38,2022-07-21 18:15,"ㅋㅋㅋㅋ 포스터중 자전거 ㅋㅋㅋㅋㅋㅋ 한명오가 유상아 자전거 훔친거잖앜ㅋㅋㅋㅋ 밑에 한명오,유산아 그리고 자전거라고 쓰여있네"
38,2022-07-17 11:31,아니 뭐 라라랜드 그런 것도 아니고 쥬라기 공원...로맨스 영화는 없나..?
38,2022-07-12 19:30,제프 실버블럼ㅋㅋㅋㅋㅋㅋㄱ
38,2022-07-05 02:33,아 우리 개복치 ㅋㅋㅋㅋㅠㅠㅠ
38,2022-07-05 02:32,아 우리 개복치 ㅋㅋㅋㅋㅠㅠㅠ
38,2022-06-29 18:34,막컷 길영이 냅다 안고 뛰는 거 개좋다 제발 행복해라 얘들아..
38,2022-06-26 17:42,길영이도 여러모로 대단하다ㅋㅋㅋㅋㅋㅋ
38,2022-06-24 07:10,길브르
38,2022-06-18 22:36,아 남자라면 티라노 못참지 ㅋㅋㅋ
38,2022-06-16 08:40,작가 진짜 천잰가・・・
38,2022-06-09 21:26,레전드
38,2022-06-07 12:59,나히아 극장판
38,2022-05-24 00:54,와우 쥬라기 월드다
38,2022-05-19 16:25,설마 진짜 영화가 쥬라기 공원일주를 누가 알았겠어!!
38,2022-05-09 20:16,충무로고 1번출구 히든던전에 극장이면 대한극장이네
38,2022-04-28 22:52,👉🏾길영이는 파브르
38,2022-04-22 02:05,칼좀 사줘라 이정도면ㅋㅋㅋㅋ
38,2022-04-21 22:29,"티타노프....어쩌고,대채  어떻게 외운거야?"
38,2022-04-21 02:52,내 인생에서 곤충이 귀여워보다니
38,2022-04-21 00:58,.
38,2022-04-20 14:33,한명오 영화찍었넼ㅋㅋㅋ
