Episode,Date,Review
89,6시간 전,디오니소스는 너무 누가봐도 디오니소스잖아ㅋㅋ
89,2일 전,그리스로마신화 아빠랑 남매들ㅋㅋㅋㅋ개웃김ㅋㅋㅋㅋ
89,2022-10-03 10:38,??? : 긴고아! 긴고아! 긴고아!
89,2022-09-25 20:23,三問答
89,2022-09-12 11:30,디오니소스 이름 ㅋㅋㅋㅋㅋㅋㅋ
89,2022-09-12 02:11,너 때문에 흥이 깨졌으니 책임져 ㅋㅋㅋㅋㅋㅋㅋㅋ = 포도송이를 머리 장식으로 달고 다니는 놈
89,2022-09-10 23:06,"늦어서 죄송합니다 디오니소스님.너때문에 흥이깨졌으니 책임져.
예.
딩가딩가딩가
(ㅋㅋㅋㄱㅋㅋ)"
89,2022-09-10 11:04,하찮은 소국이라니......한국 그렇게 무시하지 말자
89,2022-09-08 02:41,근데 저러면 몸안에 전기 통하나
89,2022-09-02 21:45,또 유중혁 때문에 고통받는 독자...ㅋㅋㅋㅋㅋㅋ
89,2022-08-31 17:57,그리스로마신화 요즘 어린애들도 읽나 궁금하네.. 만화책보단 유튜브를 더 볼거같은데
89,2022-08-29 22:40,진언 표시는 언제봐도 예쁘다
89,2022-08-29 06:50,올림포스라 해서 거물급 성좌 나오나 기대했는데 그놈의 개연성ㅠ 언제쯤 스케일이 커지려나
89,2022-08-27 18:39,그 아리아드네 남편이 디오니소스인가?
89,2022-08-22 20:40,흥이 깨지는 걸 싫어하는 한 성좌=아리아드네 남편=디오니소스잖앜ㅋㅋㅋㅋㅋㅌㅌㅋ
89,2022-08-17 01:10,망할 개연성!!!!!!1
89,2022-08-09 17:08,흥이 깨지는걸 싫어하는 ㅋㅋㅋㅋㅋㅋㅋㅋ
89,2022-08-03 16:19,아리아드네 짱팬이 여기있어요전 어릴 때부터 크레타 섬의 미노타우로스 얘기로 영어를 시작했는데 그로신 등장인물 중에서 아리아드네를 제일 좋아했다고요 당신덕분에 크레타 왕조 계보도 외우고 다이달로스의 미궁부터 이카로스 추락같은 크레타 덕후가 되었다고요 당신 중심으로 그로신 외워서 영웅은 테세우스 신은 디오니소스부터 잡고 그로신 봤다고요!!
89,2022-07-31 20:16,신탁 독자가 죽는다는거였나?
89,2022-07-25 13:48,기간토마키아
89,2022-07-22 01:42,ㅅ바 마지막에 디진거 아니야? 누나 ㅠ
89,2022-06-30 22:50,제우수랑 토루랑 싸우면 누가 이김
89,2022-06-28 21:16,"이제 나중에는 인도,메소포타미아 같은것도 나오겠네"
89,2022-06-26 11:10,꼭두각시..
89,2022-06-24 22:36,뭐여 급살 맞을꺼라고 행동으로 보여주는거야? ㅋㅋ
89,2022-06-23 16:42,단행본 소설책 기준으로 5화 입니다
89,2022-06-20 13:05,후반부로가면 외국신화가 더 많이나오겠구만
89,2022-06-15 12:47,서양신들 별자리는 나오는데 동양 별자리는 안나오나요?  스포라면 답글로 알려주세용
89,2022-06-07 18:43,젤 중요한거 두번 물을수 없나
89,2022-05-28 16:18,손오공 지 뽑아 달라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
89,2022-05-25 00:46,그리스 로마 신화 ㅋㅋㅋㅋㅋㅋㅋ
89,2022-05-12 19:52,흥이 깨지는걸 싫어하는 성좤ㅋㅋㅋ
89,2022-05-11 23:54,모르는 사람을 위해아드아리네 남편=디오니소스
89,2022-05-06 00:16,님들 잊지마세요 디오니소스 만화에서 꽤 많이 미화된 신이에요. 원작(신화)에서 거이 광기가 아주 ㄷㄷㄷ해요.
89,2022-05-05 04:10,흥이깨지는걸 싫어하는 성좌 ㅋㅋㅋㅋ
89,2022-05-04 20:18,아무 제약없이 질문 하나 말 안해도 되는거 같은데 그럼 신성한 삼문답이 아니라 이문답 아님?
89,2022-05-04 14:51,흥을 깨지는 걸 싫어하는 거면 여윽시 디오니소스 아니냐 ㅋㅋㅋ
89,2022-05-04 07:48,이렇게보니 기간토마키아 뭐있는것처럼 설명해도.....
89,2022-04-28 16:46,.
89,2022-04-27 01:06,근데 독자 소설 초반분데 기억하는거 보면 머리 개좋은듯
89,2022-04-23 12:27,디오니소스 아리아드네 연인이잖엌ㅋㅋㅋㅋㅋㅋㅋㅋ 엌ㅋ
89,2022-04-22 23:47,기간토마키아는 그 나히아에 나오는 올포원의 부하?
89,2022-04-18 13:40,아 ㅋㅋㅋㅋㅋㅋ아니 미치겟네...
89,2022-04-17 00:41,손고쿠 귀여워 ㅋㅋ
89,2022-04-15 08:00,"미친ㅋㅋㅋㅋㅋㅋㅋㅋ너 때문에 흥이 다 깨져버렸으니 책임져네 알겠습니다
앜ㅋㅋㅋ게다가 공필두가 가르치고있엌ㅋㅋㅋㅋ"
89,2022-04-03 20:13,이름은 몰라도 포도주는 알아요.성좌씨
89,2022-03-30 19:54,대화만으로 한 화가 채워졌음에도 재밌는 웹툰..
89,2022-03-24 11:56,어 그다음 뭐 어떻게 되는데!!!
89,2022-03-23 17:00,흥이 깨지는걸 싫어하는 성좌 ㅋㅋㅋㅋㅋ 너때문에 흥이 다 깨져버렸으니 책임져
89,2022-03-22 14:20,이번화가 떡밥 투성이라는걸 알까
89,2022-03-22 00:14,흥이깨지는걸 싫오하는 성좌하면 디오니소스바껭 ㅋㅋㅋㅋㅋㅋㅋ
89,2022-03-21 18:27,어머~♡
89,2022-03-17 13:03,아리아드네도 신일텐데? 디오니소스가 결혼하고 신으로 만들어준거로 기억하는데 아닌가
89,2022-03-17 12:49,"지금보니 신탁은 그건가부다멸살법작가 tls123이 신들의 신 절대신이고
공모전에 합격이란게 신탁으로 내려져서 그 스토리를 이제 현실에서 하는데 
그 신탁(멸살법책)과 달라지는 부분(독자라던가 유상아도 원랜 없었구)등이 특이점이고!"
89,2022-03-14 19:49,왜 나만 버려진 미로의 여인 두번 째 질문할때 독자한테 호감있는거 같은 느낌이지
89,2022-03-12 15:17,이번화 김독자 왤케 잘생겼냐
89,2022-03-11 16:54,주신과의정샄ㅋㅋㅋㅋㅋㅋ
89,2022-03-10 09:59,[흥이 깨지는 것을 싫어하는 성좌가 흥미를 보입니다.] 빼박 디오니소스라고 아 ㅋㅌ
89,2022-03-09 22:27,삼문답이 아니라 사실상 이문답이네 
89,2022-03-09 13:37,올림포스 생각하면 가장 저코스트 내보낸게 아니라 가장 똑똑한 브레인 내보낸거 같은데?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
89,2022-03-02 15:06,공필두한테 이야기듣는 독자 수영개웃기다진짜 만화책 풍이잖아ㅠㅠ
89,2022-02-28 02:35,흥 성좌 쟤 디오니소스구만
89,2022-02-24 01:34,그리스 로마 신화는 그리스가 오리지널인데 그 좁은 발칸반도 출신 성좌들이 한반도를 작다고 보는건 좀 웃긴게 맞음 ㅋㅋ
89,2022-02-23 18:04,ㅋㅋㅋ그당시 한국의 도서관에 있는 올림푸스만화책은 다 손상되있었다고
89,2022-02-22 21:44,기간토마키아에서 성좌랑 화신들 정상회담 함니다 ㅅㄱㅂ
89,2022-02-21 04:59,"하긴, 그리스 신화는 솔직히 신들의 흑역사나 추태나 등등이니 그야 유명하면 부끄럽겠짘ㅋㅋ"
89,2022-02-19 01:14,마지막에 유상하 듀금?
89,2022-02-17 16:40,"""넌 뭐지?"" 에 ""너희가 감시하는 특이점"" 이라는 대답이 인정되면""특이점은 뭐지?"" 에 ""너같은 놈"" 이라는 답도 인정해야되는거 아니냐 존나 억까네"
89,2022-02-16 21:59,내 생각에는 귀환자들이 특이점이지 않을까.....
89,2022-02-16 12:15,저 아저씨는!!! 우리집 그리스로마신화책 설명충이잖아!!!!!!
89,2022-02-12 10:05,않는다면........ 왜 말을 하다 말아ㅜㅜ
89,2022-02-09 21:28,토마토소스
89,2022-02-09 20:05,어느 성좌를 선택할거냐 하는 질문은 나도 모른다 가 대답이 될순 없나요? 김독자도 선택지를 봐야 누구를 선택할지 알 수 있을테니까요.
89,2022-02-09 20:02,ㅋㅋㅋㅋㅋㅋ 저걸 어케 모를수가있냐 초딩때 쑤준히 봤는데그리스 로마 신화 ㅋㅋㅋ
89,2022-02-09 16:07,왜 말을 하다 말아...열받네ㅡㅡ
89,2022-02-09 15:58,근데 올림푸스 아닙니까..?
89,2022-02-09 15:04,잘봤습니다 
89,2022-02-09 11:24,한국 신화는?? 마고할멈 삼신할멈 환인 환웅 소스는 많은데 서양숭배 사상은 이제 싫어요
89,2022-02-09 10:13,너 때문에 흥이 다 깨져버렸으니 책임져
89,2022-02-09 05:35,상아 ㅁㅁㅌ ㅗㅜㅑ
89,2022-02-09 00:26,애들 죽어나가고 무고한 사람들 다 죽어나가는데 성좌놈들은그냥 지켜만 보네 ㅋㅋ
89,2022-02-08 23:30,상아씨 너무 섹시...
89,2022-02-08 19:49,개연성인가
89,2022-02-08 12:03,??:아 우린 이미 초딩때 다 정독했다고여
89,2022-02-08 10:09,흥이 깨지는걸 싫어하는 성좌ㅋㅋㅋ 당신은ㅋㅋㅋ
89,2022-02-08 08:51,독자야 미안하다 나 당분간 못온다 멸이세 봐야된다... 에이 넌 소설 다 소장해줬잖아.... 나 저거 못봤다고 좀만 기다려
89,2022-02-08 04:37,"이거보고 영어모고푸는데 테세우스 나옴, , , "
89,2022-02-08 04:23,흥이 다 깨져버흐렸으니 책임져~
89,2022-02-08 02:16,전독시 볼 때마다 짜릿하다
89,2022-02-08 00:51,아 저 모자쓰고 애들설명해주는 아저씨 그림체ㅋㄱㄱㅋㄱㅋㄱㅋ 겁나 낯익어
89,2022-02-08 00:47,이 웹툰은 언제 재미있어짐??
89,2022-02-08 00:38,ㅋㅋ
89,2022-02-08 00:12,흥이깨지는걸 싫어하는 샹좌 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
89,2022-02-07 18:45,소설보고 웹툰보는 중인데 또다른 재미가 있네요~
89,2022-02-07 17:48,두근두근.. 이제 이야기 시작..☺
89,2022-02-07 16:48,작가님 감사해요
89,2022-02-07 14:39,저거 설화명이 완벽히 정확한가
89,2022-02-07 13:37,여러분 지금 네이버 시리즈에 싱숑작가들님의 작품 '멸망 이후의 세계'가  재연재 되고 있답니다~~  오늘 나왔어요~
89,2022-02-07 10:15,정주행 했는데 너무 재밌다… 작가님 최고예요
89,2022-02-07 08:18,소설 보러가야겠다 이거 소설 몇화임?
89,2022-02-07 07:00,"두번째 질문인가?그게 첫번째 질문인가?
그건 세번째 질문인가?"
89,2022-02-07 05:58,유상아 배후성 절대선계열 아니였나 천사 이런거 일줄 알았더니 갑자기 올림포스?...
89,2022-02-06 20:47,기간토마키아 에피가 진짜 스케일 크고 레전드인데 나오려면 몇 년 걸리려나ㅋㅋ
89,2022-02-06 18:24,저 아까부터 보이던 푸른 스파크와 전기는 개연성에 의한 거 같고...개연성이 지나쳐서 번개맞고 돌아오려나?
89,2022-02-06 16:52,지구에 신화의 거점을 둔 (x) 지구의 신화에 거점을 둔 (o)
89,2022-02-06 11:48,소설 안보고 웹툰만 보는데 소설도 봐야하나 너무 꿀잼임
89,2022-02-06 10:06,소설은 100화에 4개월인대..웹툰은 거진 2년가까이;;정확히는 1년 9월..그럼 소설 500화 연재에 10년 걸린다는 뜻?
89,2022-02-06 08:42,성좌들이 말하는거 이펙트 짱 이뿌다 저거 어떻게 묘사할지 기대하고 있었는데
89,2022-02-06 06:25,그리스로마신화는 도서관 어린이 인기 코너에서 내려온 적이 없지
89,2022-02-06 03:39,그리스로마신화 하나도 안읽은 나 레전드네 지금이라도 읽어야지
89,2022-02-06 02:33,앨
89,2022-02-06 02:28,전독시 다시 읽으러 가아겠다
89,2022-02-06 01:51,전독시 단행본 지름
89,2022-02-06 01:30,하데스 아들된대유
89,2022-02-06 01:20,"마지막에 한말은 최후의결전에서 독자가 성좌편,다른쪽중 하나를 골라야하는 상황이 온다는 떡밥인가"
89,2022-02-05 19:37,이것은 3회차이자 1864회차..
89,2022-02-05 19:05,장하영 어떻게 나올지가 제일 궁금☺️
89,2022-02-05 18:14,마지막에 중지를 날렸어야지...
89,2022-02-05 12:29,"프롤로그에 소설 마지막 글 보면 ""이 세상을 살아남는 방법이 세가지가 있다""고 했는데 나머지 두개는 어떤걸까??"
89,2022-02-05 12:23,전독시 소설 안 읽으신 분들 전체댓글 보지 않는 게 좋아요... 만약 이 댓글을 보신다면 밑으로 내려가지 마시길!^^
89,2022-02-05 10:40,성좌들도 말 잘 끊노... 궁금하게시리...
89,2022-02-05 03:19,난 솔까 거의 그리스로마신화 전독시로 배움ㅋㅋㅋㅋㅋ
89,2022-02-05 02:08,아 이제 큰 거 온다 소설 안 보신 분들은 진짜 전독시가 왜 인기가 미쳤는지 알 수 있는 스토리가 나옴 꼭 봐야함 한 한 달 뒤에 나올 거 같음 
89,2022-02-05 02:08,그리스 로마신화 패러디 웃기네ㅋㅋㅋ
89,2022-02-04 22:10,와 마지막 유중혁 개잧생겼다
89,2022-02-04 11:34,"와삼문답 하나로 이렇게 흥미진진하게 끌고가는거 처음 봄
원작 소설이 인기가 많은 이유가 있구나"
89,2022-02-04 10:02,"올림포스에선 디오니소스(술과 황홀경의신) 가마지막까지 독자 일행들을 위해 싸우다 죽고
명계에 하데스도 독자편에 서서
제우스랑 싸우다 죽음
올림포스 중에서도 독자편이 있긴함
"
89,2022-02-04 09:53,"시간선이 계속 왔다갔다작중인물들 기억도 왔다갔다 하는데

최종적으로 
한수영=tls123 (멸살법 작가) 한수영은 어린 김독자를 위해 멸살법을 쓴거였음 
세계관 창조주임

김독자: 독자로써 가장 오래된 꿈 
한수영이 완결내서 끝난 세계를 붕괴되지않게 유지함
유중혁의 진짜 배후성이고 회귀의 성흔을 줌

유중혁: 작가의 손을 떠난 주인공으로 끝내 등장인물을 초월해 자신만의 삶을 살아감

제4의벽: 1863회차 도깨비 왕으로
한수영의 명령으로 오랜시간 김독자를 지켜옴

소설로 완결봤는데 진짜 심오하고 반전의 반전임 꼭보셈ㅎㅎ
참고로 제천대성 우리엘 흑염룡은 주인공들이랑 끝까지 같이함 
셋다 신화급 최상위 성좌까지 성장함
특히 제천대성 개간지!
"
89,2022-02-04 01:30,재밌다
89,2022-02-03 20:43,대박
89,2022-02-03 20:21,근데 저렇게 번개 맞으면 탈모 되지 않나
89,2022-02-03 20:20,흥이 깨지는 걸 싫어하는 성좌 디오니소스임? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
89,2022-02-03 19:34,작가 이름이 tls인게 키보드타자로 한글은 신인데영어로 신 그대로 쓰면 tls였네 나만 모르고있었네ㅋㅋ
89,2022-02-03 19:31,이제 원작 단행본 읽으러 갑시다
89,2022-02-03 18:12,세계의 평화를 위해...?
89,2022-02-03 18:12,허미.. 삼문답 텍스트로만 뜰줄알았는데 표현력 뭐냐구 ㅠㅠㅠ
89,2022-02-03 18:09,제우스가 바람피고 헤라가  빡쳐서 그 상대나 제우스와 그 여자 사이에서 나온 아이한테 화풀이하고 영웅 페르세우스는 유일하게 헤라에 복수심을 피한거 다 생각 나는데
89,2022-02-03 17:33,갓오브워 마렵네
89,2022-02-03 17:09,마지막 폐이지 반했다....
89,2022-02-03 15:12,오늘도 존잼
